City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,mount gambier,-37.8333,140.7667,47.89,71,76,13.06,AU,1698671536
284,san vicente,-26.6167,-54.1333,71.19,90,100,3.4,AR,1698671536
285,montevideo,-34.8335,-56.1674,57.22,77,100,26.46,UY,1698671262
286,kuraymah,18.55,31.85,100.92,15,1,8.55,SD,1698671537
287,smithers,54.7804,-127.1743,26.33,90,12,0.58,CA,1698671537
288,santana,-0.0583,-51.1817,91.58,55,20,12.66,BR,1698671537
289,uray,60.1247,64.7758,20.88,69,81,5.99,RU,1698671538
290,inhambane,-23.865,35.3833,71.58,60,75,17.27,MZ,1698671538
291,el granada,37.5027,-122.4694,58.98,60,40,0.0,US,1698671539
292,miasskoye,55.2784,61.8905,28.45,96,97,9.15,RU,1698671539
293,beloyarskiy,63.7119,66.6722,16.0,83,41,5.01,RU,1698671539
294,aykhal,66.0,111.5,-3.91,97,100,6.76,RU,1698671539
295,altay,47.8667,88.1167,40.59,97,100,2.55,CN,1698671540
296,talara,-4.5772,-81.2719,72.36,78,0,18.41,PE,1698671540
297,mampong,7.0627,-1.4001,90.48,50,18,1.28,GH,1698671541
298,acapulco de juarez,16.8634,-99.8901,77.68,86,80,3.22,MX,1698671542
299,tuyen quang,21.8233,105.2181,75.24,77,100,1.59,VN,1698671542
300,manaure balcon del cesar,10.3928,-73.0325,76.21,69,91,2.71,CO,1698671543
301,al bawiti,28.3492,28.8659,86.02,36,0,11.95,EG,1698671543
302,ladario,-19.0047,-57.6017,88.09,58,100,5.75,BR,1698671543
303,bereket,39.2446,55.5154,77.16,38,21,14.34,TM,1698671269
304,qamdo,31.1667,97.2333,30.49,52,67,5.95,CN,1698671544
305,kargasok,59.0556,80.8572,17.96,81,13,7.0,RU,1698671544
306,lokoja,7.8024,6.743,93.72,50,100,4.27,NG,1698671544
307,al jawf,29.5,38.75,75.16,42,11,11.52,SA,1698671545
308,mount isa,-20.7333,139.5,74.97,64,40,3.44,AU,1698671545
309,lakhimpur,27.95,80.7667,75.78,45,4,3.76,IN,1698671545
310,taksimo,56.3444,114.8794,11.48,60,15,1.77,RU,1698671546
311,taoudenni,22.6783,-3.9836,101.93,7,14,7.09,ML,1698671546
312,perth,-31.9333,115.8333,64.02,69,0,10.36,AU,1698671511
313,garachico,28.7781,-17.7646,75.31,73,20,26.46,ES,1698671546
314,tadjourah,12.0,42.5,88.11,31,100,12.06,DJ,1698671546
315,juan griego,11.0817,-63.9655,85.06,70,71,9.84,VE,1698671547
316,ocos,14.5094,-92.1933,73.58,83,100,8.9,GT,1698671547
317,cabo san lucas,22.8909,-109.9124,73.76,88,0,4.61,MX,1698671429
318,vorkuta,67.5,64.0,-2.38,99,100,3.8,RU,1698671548
319,alvorada,-12.48,-49.1247,101.12,24,7,3.2,BR,1698671548
320,timimoun,29.2639,0.231,94.78,11,98,9.86,DZ,1698671548
321,isla soyaltepec,18.2117,-96.4839,73.96,89,6,2.89,MX,1698671549
322,kzyltu,53.6364,72.3414,34.66,100,100,2.17,KZ,1698671549
323,tabou,4.423,-7.3528,84.13,68,18,8.16,CI,1698671549
324,tidjikja,18.5564,-11.4271,98.4,8,6,9.62,MR,1698671550
325,puerto lempira,15.2667,-83.7667,82.54,74,20,0.0,HN,1698671471
326,shiguai,40.7058,110.2856,52.83,31,9,9.82,CN,1698671550
327,chernyshevskiy,63.0128,112.4714,2.5,94,99,5.5,RU,1698671550
328,mandalgovi,45.7625,106.2708,32.02,61,27,13.6,MN,1698671551
329,tshabong,-26.05,22.45,90.46,20,82,15.84,BW,1698671551
330,mugia,43.1041,-9.2179,64.17,73,23,24.54,ES,1698671551
331,san patricio,28.017,-97.5169,48.04,70,100,21.56,US,1698671551
332,zyryanskoye,56.8306,86.6258,20.59,81,100,10.29,RU,1698671552
333,dawei,14.0833,98.2,78.53,90,98,4.25,MM,1698671552
334,vilyuchinsk,52.9306,158.4028,38.93,78,100,7.27,RU,1698671552
335,itacarambi,-15.1022,-44.0919,97.11,23,46,5.06,BR,1698671552
336,uruacu,-14.5247,-49.1408,100.18,25,9,2.75,BR,1698671553
337,princeville,45.7668,-61.2985,43.32,90,100,4.45,CA,1698671553
338,malanje,-9.5402,16.341,86.56,41,100,2.66,AO,1698671553
339,fatezh,52.0891,35.8632,60.78,69,100,16.84,RU,1698671553
340,rabaul,-4.1967,152.1721,78.04,89,97,14.85,PG,1698671553
341,mejit,10.2753,170.8646,82.27,82,100,22.03,MH,1698671554
342,tongliao,43.6125,122.2653,44.33,18,25,7.67,CN,1698671554
343,dryden,49.7833,-92.7503,19.69,100,75,5.75,CA,1698671554
344,robore,-18.3333,-59.75,87.89,62,32,20.71,BO,1698671555
345,hotan,37.0997,79.9269,65.26,16,2,5.61,CN,1698671555
346,saldanha,-33.0117,17.9442,65.26,48,0,22.21,ZA,1698671442
347,esquel,-42.9,-71.3167,34.09,91,100,3.47,AR,1698671555
348,kudahuvadhoo,2.6708,72.8944,82.26,70,43,9.06,MV,1698671556
349,happy valley-goose bay,53.3168,-60.3315,31.87,65,42,15.64,CA,1698671556
350,tsiombe,-25.3,45.4833,82.54,52,16,15.43,MG,1698671556
351,polyarnyy,69.1989,33.4478,24.01,94,100,15.93,RU,1698671557
352,brookings,44.3114,-96.7984,21.18,83,0,8.05,US,1698671557
353,island harbour,50.724,-1.2758,58.93,84,98,3.0,GB,1698671557
354,argo,37.6333,22.7333,75.78,39,0,4.16,GR,1698671513
355,puerto deseado,-47.7503,-65.8938,41.43,58,100,22.7,AR,1698671557
356,ceeldheer,3.8488,47.1806,84.02,68,43,10.83,SO,1698671558
357,newman,37.3138,-121.0208,44.29,30,68,2.53,US,1698671558
358,chernyshkovskiy,48.4219,42.2308,56.46,58,0,4.83,RU,1698671558
359,okha,53.5739,142.9478,37.26,69,100,14.81,RU,1698671558
360,manggar,-2.8833,108.2667,82.42,73,55,6.98,ID,1698671559
361,igrim,63.1906,64.4162,16.68,87,97,5.97,RU,1698671559
362,enewetak,11.3474,162.3373,83.71,74,100,17.49,MH,1698671559
363,adrar,20.5022,-10.0711,97.32,8,2,3.06,MR,1698671559
364,zaysan,47.4667,84.8667,52.21,73,100,9.01,KZ,1698671559
365,maintirano,-18.0667,44.0167,82.09,70,1,21.74,MG,1698671559
366,kiunga,-6.1219,141.2906,74.16,99,100,3.44,PG,1698671560
367,acarau,-2.8856,-40.12,87.67,53,16,16.22,BR,1698671560
368,muli,2.9167,73.5667,82.53,71,83,6.96,MV,1698671560
369,sunland park,31.7965,-106.58,37.9,55,20,14.0,US,1698671353
370,fortaleza,-3.7227,-38.5247,87.93,58,40,20.71,BR,1698671400
371,pyhajarvi,67.0701,27.2176,11.41,98,56,2.8,FI,1698671561
372,gualaceo,-2.9,-78.7833,62.46,81,100,0.83,EC,1698671561
373,uturoa,-16.7333,-151.4333,78.69,81,16,17.43,PF,1698671561
374,puerto rico,-26.796,-55.024,71.44,99,100,1.77,AR,1698671562
375,midvagur,62.0511,-7.1939,43.63,65,75,5.75,FO,1698671562
376,kuching,1.55,110.3333,80.82,83,20,4.61,MY,1698671562
377,moab,38.5733,-109.5498,17.65,37,0,2.1,US,1698671562
378,bodri,23.1667,81.4333,70.03,56,100,3.2,IN,1698671562
379,awjilah,29.1081,21.2869,85.15,26,53,6.38,LY,1698671563
380,nouadhibou,20.931,-17.0347,76.98,69,0,8.05,MR,1698671563
381,kattivakkam,13.2167,80.3167,81.07,86,100,8.66,IN,1698671563
382,tadine,-21.55,167.8833,67.3,72,17,8.23,NC,1698671564
383,iwon-up,40.3231,128.6553,56.44,67,5,4.32,KP,1698671564
384,codrington,-38.2667,141.9667,47.41,78,47,18.61,AU,1698671564
385,bengkulu,-3.8004,102.2655,74.73,94,9,5.97,ID,1698671564
386,san clemente del tuyu,-36.3569,-56.7235,59.99,56,100,9.46,AR,1698671564
387,vernon,50.2581,-119.2691,30.29,73,99,1.99,CA,1698671565
388,egilsstadir,65.2653,-14.3948,35.64,79,73,4.92,IS,1698671565
389,queenstown,-31.8976,26.8753,60.96,32,0,22.41,ZA,1698671442
390,asikkala,61.2167,25.5,32.58,87,95,6.93,FI,1698671566
391,nemuro,43.3236,145.575,48.49,68,0,4.59,JP,1698671566
392,afaahiti,-17.75,-149.2833,73.27,84,38,16.82,PF,1698671566
393,antofagasta,-23.65,-70.4,69.17,61,5,6.58,CL,1698671566
394,mogocha,53.7333,119.7667,16.52,42,13,1.68,RU,1698671566
395,coahuayana de hidalgo,18.7,-103.6583,76.32,92,36,3.06,MX,1698671566
396,belmonte,-15.8631,-38.8828,81.95,56,78,9.66,BR,1698671567
397,arkhangel'sk,64.5401,40.5433,24.13,81,24,3.51,RU,1698671514
398,itoman,26.1247,127.6694,75.22,60,20,5.75,JP,1698671567
399,kittila,67.6647,24.8936,15.94,86,0,3.44,FI,1698671567
400,mili,6.0815,171.735,83.17,78,100,11.77,MH,1698671568
401,wenling,28.3669,121.36,66.56,85,3,4.72,CN,1698671568
402,kuchaman,27.15,74.85,83.82,24,16,4.59,IN,1698671568
403,harper,4.375,-7.7169,83.93,69,35,7.99,LR,1698671568
404,coyhaique,-45.5752,-72.0662,39.81,70,20,3.44,CL,1698671568
405,kuressaare,58.2481,22.5039,37.94,98,100,5.99,EE,1698671569
406,fuglafjordur,62.244,-6.814,43.27,68,100,15.77,FO,1698671569
407,manavalakurichi,8.1333,77.3,80.24,80,100,1.7,IN,1698671569
408,suntar,62.1444,117.6319,15.3,94,99,3.56,RU,1698671569
409,rome,34.257,-85.1647,66.61,89,0,1.99,US,1698671283
410,chibougamau,49.9168,-74.3659,26.22,100,100,2.3,CA,1698671570
411,wewak,-3.5534,143.6268,76.93,91,100,7.94,PG,1698671570
412,waynesboro,38.0685,-78.8895,68.58,73,0,5.75,US,1698671337
413,zunyi,27.6867,106.9072,61.97,71,7,3.04,CN,1698671570
414,pangody,65.85,74.4859,7.14,96,19,4.47,RU,1698671571
415,christchurch,-43.5333,172.6333,55.9,86,75,18.41,NZ,1698671571
416,nema,57.5067,50.5011,29.61,80,100,8.43,RU,1698671571
417,quellon,-43.1167,-73.6167,44.89,75,54,4.9,CL,1698671571
418,terrace,54.5163,-128.6035,32.92,75,20,0.54,CA,1698671571
419,xilin hot,43.9667,116.0333,56.73,29,100,19.64,CN,1698671571
420,westport,41.1415,-73.3579,58.89,92,100,5.75,US,1698671429
421,sampit,-2.5333,112.95,77.86,88,76,3.49,ID,1698671572
422,grafton,42.207,-71.6856,49.68,96,100,6.91,US,1698671572
423,ciudad tula,23.0,-99.7167,61.39,96,55,4.56,MX,1698671572
424,childress,34.4264,-100.204,30.45,80,0,9.22,US,1698671572
425,centre de flacq,-20.1897,57.7144,81.84,74,7,12.88,MU,1698671325
426,dezhou,37.4486,116.2925,66.76,47,2,5.61,CN,1698671572
427,nuku'alofa,-21.1333,-175.2,73.8,91,89,18.5,TO,1698671573
428,jinchang,38.4953,102.1739,56.79,25,12,5.37,CN,1698671573
429,newborough,52.6389,-0.2233,60.44,79,75,8.05,GB,1698671573
430,dabola,10.75,-11.1167,89.13,46,22,3.11,GN,1698671573
431,labytnangi,66.6572,66.4183,7.12,98,99,2.93,RU,1698671573
432,lazaro cardenas,17.9583,-102.2,76.8,88,13,3.87,MX,1698671573
433,al kharijah,25.4514,30.5464,92.71,20,0,8.72,EG,1698671574
434,kailua-kona,19.6406,-155.9956,76.59,80,0,7.0,US,1698671574
435,bodaybo,57.8506,114.1933,19.18,50,94,4.09,RU,1698671574
436,nanao,37.05,136.9667,53.33,80,91,3.29,JP,1698671574
437,katabu,-4.9333,122.5167,77.47,82,54,5.7,ID,1698671574
438,cabedelo,-6.9811,-34.8339,88.47,63,88,15.46,BR,1698671422
439,palangkaraya,-2.2,113.8333,78.87,85,98,2.1,ID,1698671575
440,yarmouth,41.7057,-70.2286,56.01,97,100,8.05,US,1698671575
441,thomasville,35.8826,-80.082,64.0,90,0,7.78,US,1698671575
442,kill devil hills,36.0307,-75.676,68.99,90,0,10.36,US,1698671575
443,ta`u,-14.2336,-169.5144,80.37,80,26,23.62,AS,1698671575
444,al burayqah,30.4062,19.5739,76.8,58,0,9.8,LY,1698671575
445,fang,19.9169,99.2145,72.16,96,100,0.81,TH,1698671576
446,mombetsu,44.3525,143.3525,43.9,86,7,5.06,JP,1698671576
447,visby,57.6409,18.296,46.81,100,100,9.22,SE,1698671413
448,kismayo,-0.3582,42.5454,84.31,65,11,11.74,SO,1698671576
449,sirjan,29.452,55.6814,73.83,24,100,5.84,IR,1698671474
450,orangeburg,33.4918,-80.8557,67.84,94,100,10.36,US,1698671576
451,sarupathar,26.1984,93.8094,72.05,94,0,1.3,IN,1698671577
452,jiazi,22.8779,116.067,73.31,76,20,12.39,CN,1698671577
453,ngereklmadel,7.4883,134.4856,78.89,94,40,0.0,PW,1698671577
454,gaiman,-43.2897,-65.4929,51.73,39,41,13.6,AR,1698671577
455,shingu,33.7333,135.9833,57.18,84,2,4.65,JP,1698671577
456,jaisinghnagar,23.7,81.3833,70.39,52,59,2.15,IN,1698671578
457,at-bashi,41.1702,75.8106,49.15,49,40,2.75,KG,1698671578
458,walker,30.7335,-95.5669,47.53,93,100,16.11,US,1698671459
459,kristinestad,62.2743,21.376,27.1,68,1,6.87,FI,1698671578
460,lamu,-2.2717,40.902,84.42,70,12,11.97,KE,1698671578
461,buenavista del norte,28.3746,-16.861,82.96,69,67,9.15,ES,1698671578
462,papao,-17.75,-149.55,74.88,84,32,19.8,PF,1698671578
463,sept-iles,50.2001,-66.3821,33.06,72,100,1.99,CA,1698671579
464,douz,33.4663,9.0203,97.14,10,94,20.07,TN,1698671579
465,kirakira,-10.4544,161.9205,78.53,88,98,10.09,SB,1698671579
466,la paz,-16.5,-68.15,56.57,41,10,4.61,BO,1698671579
467,sonamura,23.4719,91.2664,78.8,73,0,2.53,IN,1698671579
468,hilo,19.7297,-155.09,73.11,96,40,0.0,US,1698671579
469,bechar,31.6167,-2.2167,79.9,19,100,5.12,DZ,1698671579
470,qarqaraly,49.4058,75.4742,47.34,77,100,16.42,KZ,1698671580
471,nagqu,31.5,92.0,21.38,78,14,1.92,CN,1698671580
472,alofi,-19.0595,-169.9187,75.2,79,39,23.11,NU,1698671580
473,beyneu,45.3167,55.2,55.58,55,0,19.95,KZ,1698671580
474,melfort,52.8667,-104.6177,21.6,85,100,16.89,CA,1698671580
475,olyokminsk,60.3736,120.4264,18.07,67,80,4.41,RU,1698671580
476,labasa,-16.4167,179.3833,75.76,94,33,4.79,FJ,1698671581
477,la foa,-21.7108,165.8276,67.44,67,11,3.94,NC,1698671581
478,ban phai,16.06,102.731,81.1,81,100,12.75,TH,1698671581
479,krasnyy chikoy,50.3643,108.7512,25.29,81,99,1.9,RU,1698671581
480,katav-ivanovsk,54.7531,58.1956,30.88,96,100,7.18,RU,1698671581
481,portland,45.5234,-122.6762,44.58,66,0,13.0,US,1698670722
482,williamston,35.8546,-77.0555,69.12,79,0,10.02,US,1698671315
483,taroa,8.7058,171.2275,81.95,80,100,18.01,MH,1698671582
484,gulf shores,30.246,-87.7008,68.0,100,20,0.0,US,1698671543
485,port saint john's,-31.6229,29.5448,62.4,63,75,9.69,ZA,1698671582
486,la sarre,48.8002,-79.1996,28.17,87,100,3.94,CA,1698671582
487,kiruna,67.8557,20.2251,7.72,85,20,4.61,SE,1698671583
488,kayar,14.9192,-17.1211,88.75,63,17,8.19,SN,1698671583
489,pajapan,18.25,-94.7,71.76,86,83,3.83,MX,1698671583
490,onverwacht,5.5833,-55.1833,89.98,63,75,6.91,SR,1698671584
491,santa terezinha,-29.9002,-50.0904,72.1,79,100,10.13,BR,1698671584
492,nejo,9.5,35.5,68.95,80,43,4.79,ET,1698671584
493,cromer,52.9312,1.2989,59.07,81,38,5.99,GB,1698671584
494,chui,-33.6971,-53.4616,66.83,90,100,11.63,UY,1698671585
495,balneario camboriu,-26.9906,-48.6347,84.65,82,0,6.91,BR,1698671585
496,gamba,-2.65,10.0,81.84,78,38,10.8,GA,1698671585
497,laguna,38.421,-121.4238,52.09,79,0,0.0,US,1698671585
498,alamar,23.1583,-82.2769,79.03,83,86,11.86,CU,1698671586
499,arnprior,45.4334,-76.3494,34.34,100,100,1.14,CA,1698671586
500,tago,9.0211,126.2317,79.61,82,100,4.83,PH,1698671586
501,tobol'sk,58.2,68.2667,24.6,70,95,8.01,RU,1698671587
502,remire-montjoly,4.9167,-52.2667,89.64,58,20,11.5,GF,1698671587
503,kimbe,-5.5502,150.1429,74.97,98,100,0.58,PG,1698671587
504,aswan,24.0934,32.907,95.67,20,0,5.86,EG,1698671587
505,eureka,40.8021,-124.1637,42.19,42,97,4.43,US,1698671522
506,newry,54.1784,-6.3374,56.1,92,93,16.17,GB,1698671588
507,aasiaat,68.7098,-52.8699,21.36,87,97,12.03,GL,1698671588
508,imbituba,-28.24,-48.6703,84.9,67,98,7.07,BR,1698671588
509,twin falls,42.3505,-114.6445,21.09,68,0,8.05,US,1698671589
510,haiku-pauwela,20.9219,-156.3051,76.05,78,0,6.91,US,1698671589
511,roma,43.2128,-75.4557,48.72,98,100,0.0,US,1698671548
512,goondiwindi,-28.55,150.3167,74.07,27,0,10.83,AU,1698671589
513,bairnsdale,-37.8333,147.6167,55.06,97,93,3.29,AU,1698671439
514,santa ana de yacuma,-13.75,-65.4333,82.35,78,75,9.22,BO,1698671590
515,ludres,48.6218,6.1618,57.65,87,0,3.44,FR,1698671590
516,wanning,18.8003,110.3967,77.49,87,86,11.86,CN,1698671591
517,cestos city,5.46,-9.5828,83.46,72,31,5.55,LR,1698671591
518,tralee,52.2704,-9.7026,57.45,77,20,4.61,IE,1698671591
519,chapeco,-27.0964,-52.6183,67.53,98,100,1.66,BR,1698671347
520,kalmunai,7.4167,81.8167,80.98,75,37,3.76,LK,1698671591
521,yung shue wan,22.2333,114.1167,80.02,78,65,10.96,HK,1698671592
522,kentau,43.5206,68.5094,66.0,44,100,0.78,KZ,1698671592
523,guingamp,48.4167,-3.3333,54.79,88,100,5.86,FR,1698671592
524,kamloops,50.6665,-120.3192,27.57,76,19,3.0,CA,1698671592
525,pierre,44.3683,-100.351,21.27,78,0,13.0,US,1698671592
526,santa cecilia,-26.9608,-50.4269,72.12,86,93,3.47,BR,1698671592
527,moyale,3.5167,39.0584,68.92,77,100,4.74,KE,1698671593
528,bossangoa,6.4926,17.4552,90.21,51,66,6.06,CF,1698671593
529,mirny,62.5353,113.9611,6.24,84,100,7.0,RU,1698671593
530,twon-brass,4.3151,6.2418,82.02,71,100,3.71,NG,1698671593
531,mar del plata,-38.0023,-57.5575,60.53,46,0,16.11,AR,1698671593
532,vila franca do campo,37.7167,-25.4333,64.81,71,100,8.08,PT,1698671594
533,kristiansund,63.1115,7.732,37.45,69,0,6.91,NO,1698671594
534,mo i rana,66.3128,14.1428,18.07,73,20,3.44,NO,1698671594
535,zapala,-38.8992,-70.0544,40.46,36,0,21.45,AR,1698671361
536,monteagudo,-19.8167,-63.9833,91.26,37,5,2.82,BO,1698671594
537,monkey bay,-14.0728,34.9201,88.18,49,97,3.51,MW,1698671595
538,myronivka,49.6601,30.9823,65.39,48,100,15.9,UA,1698671595
539,kampong thom,12.7111,104.8887,78.64,87,100,4.38,KH,1698671595
540,batticaloa,7.7102,81.6924,81.28,74,52,4.74,LK,1698671596
541,nizhnesortymskiy,62.4397,71.7603,12.42,94,70,9.06,RU,1698671596
542,sattahip,12.6664,100.9007,77.09,94,40,2.3,TH,1698671596
543,nuuk,64.1835,-51.7216,48.81,27,75,27.63,GL,1698671597
544,luderitz,-26.6481,15.1594,73.56,42,0,6.13,NA,1698671598
545,mahalapye,-23.1041,26.8142,56.84,69,100,21.52,BW,1698671598
546,koulikoro,14.0,-7.75,94.77,29,100,2.37,ML,1698671598
547,oriximina,-1.7656,-55.8661,92.89,39,22,5.28,BR,1698671598
548,bonoua,5.2741,-3.595,85.62,68,77,8.3,CI,1698671599
549,amga,60.8953,131.9608,15.51,92,100,4.25,RU,1698671599
550,chakulia,22.4833,86.7167,76.23,58,8,3.38,IN,1698671599
551,dongola,19.1667,30.4833,101.34,14,0,8.81,SD,1698671599
552,isla mujeres,21.2311,-86.731,75.25,75,1,5.35,MX,1698671600
553,moyynkum,44.2914,72.9469,65.55,44,100,1.1,KZ,1698671606
554,kavaratti,10.5669,72.642,82.51,69,100,2.86,IN,1698671606
555,san-pedro,4.7485,-6.6363,84.56,68,41,8.9,CI,1698671606
556,rio tuba,8.5061,117.4317,82.53,79,100,11.88,PH,1698671606
557,yanykurgan,43.915,67.2481,67.98,42,100,7.09,KZ,1698671607
558,wanxian,30.8039,108.3897,68.13,71,100,1.97,CN,1698671608
559,kalabo,-14.97,22.6814,93.42,26,92,13.09,ZM,1698671608
560,crieff,56.3727,-3.8389,48.15,73,100,9.04,GB,1698671586
561,acajutla,13.5928,-89.8275,78.19,82,99,8.88,SV,1698671609
562,namtsy,62.7161,129.6658,4.93,96,100,4.7,RU,1698671609
563,bandar,2.05,99.75,75.02,97,100,2.53,ID,1698671609
564,merritt,50.1123,-120.7942,25.23,89,31,1.07,CA,1698671609
565,homeland park,34.4707,-82.6707,64.78,91,0,3.44,US,1698671609
566,laojunmiao,39.8333,97.7333,50.68,23,54,6.08,CN,1698671610
567,pospelikha,51.95,81.7667,45.66,97,52,13.2,RU,1698671610
568,pundong,-7.9522,110.3486,78.87,86,9,5.64,ID,1698671610
